"","years","jugador","name","pos","bat","lan","exp","pais","estado","ciudad"
"1575","2003-04","G. Casadiego","Gerardo Casadiego","P","D","D","4","Venezuela","Lara","Barquisimeto"
"1576","2003-04","M. Castillo","Marcos Castillo","P","D","D","5","Venezuela","Sucre","Rio Caribe"
"1577","2003-04","H. Cerezo","Hector Cerezo","P","Z","Z","2","Venezuela","Miranda","Santa Teresa"
"1578","2003-04","L. Collier","Louis Keith Collier","CF","D","D","4","USA","Illinois","Chicago"
"1579","2003-04","C. Colon","Cristóbal Colon","SS","A","D","18","Venezuela","Vargas","La Guaira"
"1580","2003-04","J. Cordido","Julio César Cordido Mejias","3B","D","D","6","Venezuela","Yaracuy","San Felipe"
"1581","2003-04","J. DeSilva","John Reed DeSilva","P","D","D","7","USA","California","Fort Bragg"
"1582","2003-04","C. Duran","Carlos Duran","CF","Z","Z","4","Venezuela","Lara","Barquisimeto"
"1583","2003-04","N. Echarry","Nelson Echarry","P","D","D","1","Venezuela","Vargas","La Guaira"
"1584","2003-04","S. Falteisek","Steven James Falteisek","P","D","D","4","USA","Nueva York","Mineola"
"1585","2003-04","E. González","Enrique César González","P","D","D","4","Venezuela","Bolivar","Ciudad Bolivar"
"1586","2003-04","M. González","Michael Vela González","P","D","Z","1","USA","Texas","Corpus Christi"
"1587","2003-04","W. González","Wiklenman Vicente González","C","D","D","10","Venezuela","Aragua","Maracay"
"1588","2003-04","O. Henriquez","Óscar Eduardo Henriquez","P","D","D","10","Venezuela","Vargas","La Guaira"
"1589","2003-04","J. Hernández","José Hernández","C","D","D","3","Venezuela","Carabobo","Valencia"
"1590","2003-04","J. Julio","Jorge Dandys Julio Tapia","P","D","D","7","Venezuela","D.F.","Caracas"
"1591","2003-04","R. Laya","Rayner Laya","SS","D","D","1","Venezuela","Vargas","La Sabana"
"1592","2003-04","A. Levrault","Allen Levrault","P","D","D","3","USA","Massachusetts","Fall River"
"1593","2003-04","F. Lira","Antonio Felipe Lira","P","D","D","15","Venezuela","Miranda","Santa Teresa del Tuy"
"1594","2003-04","J. Marquez","Jesús Marquez","CF","Z","Z","12","Venezuela","D.F.","Caracas"
"1595","2003-04","R. Marquez","Robert Marquez","P","D","D","4","USA","Texas","Alpine"
"1596","2003-04","G. Mata","Gustavo Mata","P","D","D","2","Venezuela","Sucre","Carupano"
"1597","2003-04","C. Mendoza","Carlos Mendoza","3B","A","D","4","Venezuela","Lara","Barquisimeto"
"1598","2003-04","L. Nacar","Leslie Jassttin Nacar","P","D","D","1","Venezuela","Barinas","Libertad"
"1599","2003-04","R. Olmedo","Rainer Gustavo Olmedo","SS","A","D","4","Venezuela","Aragua","Maracay"
"1600","2003-04","D. Pacheco","Delvis Pacheco","P","D","D","8","Venezuela","D.F.","Caracas"
"1601","2003-04","L. Pena","Luismar Alexis Pena Colina","P","D","D","1","Venezuela","Aragua","La Victoria"
"1602","2003-04","M. Pernalete","Marco Pernalete","2B","A","D","7","Venezuela","Lara","Barquisimeto"
"1603","2003-04","B. Pulsipher","William Thomas Pulsipher","P","Z","Z","2","USA","Georgia","Fort Benning"
"1604","2003-04","L. Raven","Luis Alberto Raven Enriquez","BD","D","D","13","Venezuela","Vargas","La Guaira"
"1605","2003-04","J. Reid","Justin Reid","P","D","D","2","USA","California","Folson"
"1606","2003-04","D. Reina","Dimas Reina","P","D","D","3","Venezuela","D.F.","Caracas"
"1607","2003-04","C. Rodríguez","Cristóbal Rodríguez","P","D","D","5","Venezuela","Falcon","Chichiriviche"
"1608","2003-04","F. Rodríguez","Francisco José Rodríguez","P","D","D","2","Venezuela","D.F.","Caracas"
"1609","2003-04","G. Rodríguez","Guillermo Segundo Rodríguez Pérez","C","D","D","8","Venezuela","Lara","Barquisimeto"
"1610","2003-04","L. Rodríguez","Liubiemithz Rodríguez","2B","A","D","9","Venezuela","D.F.","Caracas"
"1611","2003-04","J. Salas","José Salas","1B","D","D","3","Venezuela","D.F.","Caracas"
"1612","2003-04","R. Salazar","Richard Salazar","P","Z","Z","3","Venezuela","D.F.","Caracas"
"1613","2003-04","R. Stratton","Robert Stratton","CF","D","D","2","USA","California","Santa Barbara"
"1614","2003-04","L. Torres","Luis Torres","P","Z","D","2","Venezuela","D.F.","Caracas"
"1615","2003-04","V. Valencia","Víctor Rafael Valencia","C","D","D","5","Venezuela","Aragua","Maracay"
"1616","2003-04","J. Velandia","Jorge Luis Velandia Macias","SS","D","D","12","Venezuela","D.F.","Caracas"
"1617","2003-04","T. Wilson","Travis Wilson","CF","D","D","2","Nueva Zelanda","","Christchurch"
"1618","2004-05","W. Abreu","Winston Leónardo Abreu","P","D","D","1","Republica Dominicana","","Cotui"
"1619","2004-05","A. Álvarez","Antonio Enrique Álvarez","CF","D","D","8","Venezuela","D.F.","Caracas"
"1620","2004-05","E. Arteaga","Erick Alexander Arteaga","P","D","D","5","Venezuela","Yaracuy","San Felipe"
"1621","2004-05","E. Avendano","Elvis Avendano","P","D","D","1","Venezuela","Zulia","El Guayo"
"1622","2004-05","E. Bellorin","Edwin Daniel Bellorin Morales","C","D","D","2","Venezuela","Bolivar","San Felix"
"1623","2004-05","G. Blanco","Gregor M. Blanco Pedraza","CF","Z","Z","3","Venezuela","D.F.","Caracas"
"1624","2004-05","L. Broadway","Larry Broadway","1B","Z","Z","1","USA","Florida","Miami"
"1625","2004-05","R. Cabrera","Raymond Cabrera","CF","D","D","6","Republica Dominicana","","Santo Domingo"
"1626","2004-05","G. Casadiego","Gerardo Casadiego","P","D","D","5","Venezuela","Lara","Barquisimeto"
"1627","2004-05","C. Colon","Cristóbal Colon","SS","A","D","19","Venezuela","Vargas","La Guaira"
"1628","2004-05","J. Cordido","Julio César Cordido Mejias","3B","D","D","7","Venezuela","Yaracuy","San Felipe"
"1629","2004-05","W. Cordova","Wilmer Cordova","P","","","1","Venezuela","",""
"1630","2004-05","C. Duran","Carlos Duran","CF","Z","Z","5","Venezuela","Lara","Barquisimeto"
"1631","2004-05","E. González","Enrique César González","P","D","D","5","Venezuela","Bolivar","Ciudad Bolivar"
"1632","2004-05","F. Gutierrez","Fernando Gutierrez","P","D","D","3","Venezuela","Portuguesa","Acarigua"
"1633","2004-05","J. Hernández","José Hernández","C","D","D","4","Venezuela","Carabobo","Valencia"
"1634","2004-05","L. Hernández","Luis A. Hernández Mendoza","SS","A","D","1","Venezuela","Lara","Quibor"
"1635","2004-05","B. Johnson","Benjamin Joseph Johnson","CF","D","D","1","USA","Tennessee","Memphis"
"1636","2004-05","J. Julio","Jorge Dandys Julio Tapia","P","D","D","8","Venezuela","D.F.","Caracas"
"1637","2004-05","J. Jurries","James Jurries","1B","D","D","1","USA","Texas","Freeport"
"1638","2004-05","B. Kemp","Beau Kemp","P","D","D","2","USA","Oklahoma","Claremore"
"1639","2004-05","S. Kent","Steven Patrick Kent","P","A","Z","1","Alemania","","Frankfurt"
"1640","2004-05","R. Laya","Rayner Laya","SS","D","D","2","Venezuela","Vargas","La Sabana"
"1641","2004-05","F. Lira","Antonio Felipe Lira","P","D","D","16","Venezuela","Miranda","Santa Teresa del Tuy"
"1642","2004-05","J. López","José López","P","D","D","1","USA","Texas","Corpus Christi"
"1643","2004-05","A. Machado","Albenis Machado","SS","A","D","7","Venezuela","D.F.","Caracas"
"1644","2004-05","P. Mahomes","Patrick Lavon Mahomes","P","D","D","2","USA","Texas","Bryan"
"1645","2004-05","B. Mallette","Brian Drew Mallette","P","D","D","1","USA","Georgia","Dublin"
"1646","2004-05","D. Manning","David Anthony Manning","P","D","D","2","USA","Nueva York","Buffalo"
"1647","2004-05","G. Mata","Gustavo Mata","P","D","D","3","Venezuela","Sucre","Carupano"
"1648","2004-05","W. Mccarthy","William Mccarthy","CF","D","D","1","USA","Nueva Jersey","Voorhees"
"1649","2004-05","F. Medina","Frewin Medina","P","D","D","6","Venezuela","Lara","Barquisimeto"
"1650","2004-05","J. Melian","Jackson Melian","CF","D","D","8","Venezuela","Anzoategui","Barcelona"
"1651","2004-05","C. Mendoza","Carlos Mendoza","3B","A","D","5","Venezuela","Lara","Barquisimeto"
"1652","2004-05","L. Noriega","Luis Noriega","P","D","D","1","Venezuela","Sucre","Cumana"
"1653","2004-05","N. Ochoa","Nehomar Ochoa","P","D","D","1","Venezuela","Miranda","Tacarigua de Mamporal"
"1654","2004-05","L. Oliveros","Luis Oliveros","C","D","D","3","Venezuela","Miranda","Guatire"
"1655","2004-05","R. Olmedo","Rainer Gustavo Olmedo","SS","A","D","5","Venezuela","Aragua","Maracay"
"1656","2004-05","D. Pacheco","Delvis Pacheco","P","D","D","9","Venezuela","D.F.","Caracas"
"1657","2004-05","L. Pena","Luismar Alexis Pena Colina","P","D","D","2","Venezuela","Aragua","La Victoria"
"1658","2004-05","M. Pernalete","Marco Pernalete","2B","A","D","8","Venezuela","Lara","Barquisimeto"
"1659","2004-05","A. Prieto","Alejandro Antonio Prieto","3B","D","D","12","Venezuela","D.F.","Caracas"
"1660","2004-05","K. Reed","Keith A. Reed","CF","D","D","1","USA","Massachusetts","Yarmouth Port"
"1661","2004-05","C. Rodríguez","Cristóbal Rodríguez","P","D","D","6","Venezuela","Falcon","Chichiriviche"
"1662","2004-05","F. Rodríguez","Francisco José Rodríguez","P","D","D","3","Venezuela","D.F.","Caracas"
"1663","2004-05","G. Rodríguez","Guillermo Segundo Rodríguez Pérez","C","D","D","9","Venezuela","Lara","Barquisimeto"
"1664","2004-05","L. Rodríguez","Liubiemithz Rodríguez","2B","A","D","10","Venezuela","D.F.","Caracas"
"1665","2004-05","R. Rodríguez","Ricardo Rodríguez","P","D","D","1","Venezuela","D.F.","Caracas"
"1666","2004-05","J. Ryan","Jason Paul Ryan","P","A","D","1","USA","Nueva Jersey","Long Branch"
"1667","2004-05","R. Salazar","Richard Salazar","P","Z","Z","4","Venezuela","D.F.","Caracas"
"1668","2004-05","P. Swann","Pedro Swann","CF","Z","D","4","USA","Delaware","Wilmington"
"1669","2004-05","J. Toca","Jorge Luis Toca Gómez","1B","D","D","1","Cuba","","Villa Clara"
"1670","2004-05","S. Torrealba","Steve Torrealba","C","D","D","9","Venezuela","Lara","Barquisimeto"
"1671","2004-05","H. Totten","Heath Edward Totten","P","D","D","1","USA","Texas","Port Arthur"
"1672","2004-05","A. Tovar","Ángel Tovar","P","D","D","7","Venezuela","D.F.","Caracas"
"1673","2004-05","J. Velandia","Jorge Luis Velandia Macias","SS","D","D","13","Venezuela","D.F.","Caracas"
"1674","2004-05","W. Young","Walter Earnest Young","1B","Z","D","1","USA","Misisipi","Hattiesburg"
"1675","2005-06","P. Ahearne","Patrick Howard Ahearne","P","D","D","7","USA","California","San Francisco"
"1676","2005-06","A. Álvarez","Antonio Enrique Álvarez","CF","D","D","9","Venezuela","D.F.","Caracas"
"1677","2005-06","O. Álvarez","Óscar Álvarez","P","A","Z","7","Venezuela","Anzoategui","Barcelona"
"1678","2005-06","J. Amado","José Amado","IF","D","D","7","Venezuela","Tachira","San Cristobal"
"1679","2005-06","E. Arteaga","Erick Alexander Arteaga","P","D","D","6","Venezuela","Yaracuy","San Felipe"
"1680","2005-06","E. Bellorin","Edwin Daniel Bellorin Morales","C","D","D","3","Venezuela","Bolivar","San Felix"
"1681","2005-06","D. Blakely","Darren Blakely","CF","A","D","1","USA","Florida","Penascola"
"1682","2005-06","G. Blanco","Gregor M. Blanco Pedraza","CF","Z","Z","4","Venezuela","D.F.","Caracas"
"1683","2005-06","C. Britton","Christopher Daniel Britton","P","D","D","1","USA","Florida","Hollywood"
"1684","2005-06","L. Broadway","Larry Broadway","1B","Z","Z","2","USA","Florida","Miami"
"1685","2005-06","T. Cabaniel","Tomas Cabaniel","P","D","D","2","Venezuela","D.F.","Caracas"
"1686","2005-06","G. Casadiego","Gerardo Casadiego","P","D","D","6","Venezuela","Lara","Barquisimeto"
"1687","2005-06","B. Cedeño","Blas Cedeño","P","D","D","16","Venezuela","Carabobo","Valencia"
"1688","2005-06","C. Colon","Cristóbal Colon","SS","A","D","20","Venezuela","Vargas","La Guaira"
"1689","2005-06","J. Cordido","Julio César Cordido Mejias","3B","D","D","8","Venezuela","Yaracuy","San Felipe"
"1690","2005-06","J. Cordova","Jorge Cordova","P","D","D","10","Venezuela","Sucre","Cumana"
"1691","2005-06","A. Freire","Alejandro Freire","1B","D","D","11","Venezuela","D.F.","Caracas"
"1692","2005-06","E. González","Enrique César González","P","D","D","6","Venezuela","Bolivar","Ciudad Bolivar"
"1693","2005-06","W. González","Wiklenman Vicente González","C","D","D","11","Venezuela","Aragua","Maracay"
"1694","2005-06","C. Haeger","Charles Wallis Haeger","P","D","D","1","USA","Michigan","Livonia"
"1695","2005-06","J. Hernández","José Hernández","C","D","D","5","Venezuela","Carabobo","Valencia"
"1696","2005-06","L. Hernández","Luis A. Hernández Mendoza","SS","A","D","2","Venezuela","Lara","Quibor"
"1697","2005-06","R. Keefer","Ryan Keefer","P","Z","Z","1","USA","Pensilnavia","Bloomsburg"
"1698","2005-06","B. Laxton","Brett Laxton","P","Z","D","4","USA","Nueva Jersey","Stratford"
"1699","2005-06","R. Laya","Rayner Laya","SS","D","D","3","Venezuela","Vargas","La Sabana"
"1700","2005-06","F. Leandro","Francisco Leandro","CF","Z","Z","1","Venezuela","D.F.","Caracas"
"1701","2005-06","F. Lira","Antonio Felipe Lira","P","D","D","17","Venezuela","Miranda","Santa Teresa del Tuy"
"1702","2005-06","R. Luque","Roger Luque","P","Z","Z","9","Venezuela","Zulia","Ciudad Ojeda"
"1703","2005-06","C. Malone","Corwin Malone","P","D","Z","1","USA","Alabama","Grove Hill"
"1704","2005-06","W. Martínez","William Martínez","P","D","D","6","Venezuela","Lara","Barquisimeto"
"1705","2005-06","J. Melian","Jackson Melian","CF","D","D","9","Venezuela","Anzoategui","Barcelona"
"1706","2005-06","C. Mendoza","Carlos Mendoza","3B","A","D","6","Venezuela","Lara","Barquisimeto"
"1707","2005-06","L. Nava","Lipso Nava","3B","D","D","15","Venezuela","Zulia","Maracaibo"
"1708","2005-06","V. Nuñez","Vladimir Nuñez","P","D","D","2","Cuba","","La Habana"
"1709","2005-06","L. Oliveros","Luis Oliveros","C","D","D","4","Venezuela","Miranda","Guatire"
"1710","2005-06","R. Olmedo","Rainer Gustavo Olmedo","SS","A","D","6","Venezuela","Aragua","Maracay"
"1711","2005-06","J. Owens","Jerry Lee Owens","CF","Z","Z","1","USA","California","Hollywood"
"1712","2005-06","B. Patrick","Bronswell Dante Patrick","P","D","D","4","USA","Carolina del Norte","Greenville"
"1713","2005-06","F. Quijada","Fernando Antonio Quijada","P","D","D","2","Republica Dominicana","","Nueva Esparita"
"1714","2005-06","T. Raines","Timothy Raines","CF","A","D","2","USA","Tennessee","Memphis"
"1715","2005-06","D. Reina","Dimas Reina","P","D","D","4","Venezuela","D.F.","Caracas"
"1716","2005-06","S. Rice","Scott Adam Rice","P","Z","Z","1","USA","California","Simi Valley"
"1717","2005-06","J. Riera","Jorge Riera","P","D","D","1","Venezuela","",""
"1718","2005-06","F. Rodríguez","Francisco José Rodríguez","P","D","D","4","Venezuela","D.F.","Caracas"
"1719","2005-06","L. Rodríguez","Liubiemithz Rodríguez","2B","A","D","11","Venezuela","D.F.","Caracas"
"1720","2005-06","R. Salazar","Richard Salazar","P","Z","Z","5","Venezuela","D.F.","Caracas"
"1721","2005-06","N. Smith","Néstor Smith","CF","D","D","9","Venezuela","Monagas","Maturin"
"1722","2005-06","J. Toca","Jorge Luis Toca Gómez","1B","D","D","2","Cuba","","Villa Clara"
"1723","2005-06","C. Torres","Carlos Torres","1B","D","D","1","Venezuela","Vargas","La Guaira"
"1724","2005-06","A. Tovar","Ángel Tovar","P","D","D","8","Venezuela","D.F.","Caracas"
"1725","2005-06","A. Vargas","Albert F. Vargas","P","D","D","1","Venezuela","Yaracuy","Camunare"
"1726","2005-06","J. Velandia","Jorge Luis Velandia Macias","SS","D","D","14","Venezuela","D.F.","Caracas"
"1727","2005-06","E. Villacis","Eduardo Enrique Villacis","P","D","D","7","Venezuela","D.F.","Caracas"
"1728","2005-06","W. Young","Walter Earnest Young","1B","Z","D","2","USA","Misisipi","Hattiesburg"
"1729","2006-07","W. Aguirre","Wilfreddy Aguirre Palacios","P","Z","Z","1","Venezuela","Aragua","Maracay"
"1730","2006-07","A. Álvarez","Antonio Enrique Álvarez","CF","D","D","10","Venezuela","D.F.","Caracas"
"1731","2006-07","O. Álvarez","Óscar Álvarez","P","A","Z","8","Venezuela","Anzoategui","Barcelona"
"1732","2006-07","J. Amado","José Amado","IF","D","D","8","Venezuela","Tachira","San Cristobal"
"1733","2006-07","B. Anderson","Brian Nikola Anderson","CF","D","D","1","USA","Arizona","Tucson"
"1734","2006-07","K. Batista","Kendy J. Batista","P","D","D","1","Venezuela","Zulia","Santa Barbara"
"1735","2006-07","E. Bellorin","Edwin Daniel Bellorin Morales","C","D","D","4","Venezuela","Bolivar","San Felix"
"1736","2006-07","G. Blanco","Gregor M. Blanco Pedraza","CF","Z","Z","5","Venezuela","D.F.","Caracas"
"1737","2006-07","G. Casadiego","Gerardo Casadiego","P","D","D","7","Venezuela","Lara","Barquisimeto"
"1738","2006-07","V. Castillo","Víctor E. Castillo","C","A","D","1","Venezuela","Miranda","Guarenas"
"1739","2006-07","B. Cedeño","Blas Cedeño","P","D","D","17","Venezuela","Carabobo","Valencia"
"1740","2006-07","C. Colon","Cristóbal Colon","SS","A","D","21","Venezuela","Vargas","La Guaira"
"1741","2006-07","J. Contreras","José A. Contreras","SS","A","D","1","Venezuela","D.F.","Caracas"
"1742","2006-07","J. Cordido","Julio César Cordido Mejias","3B","D","D","9","Venezuela","Yaracuy","San Felipe"
"1743","2006-07","W. Cordova","Wilmer Cordova","P","","","2","Venezuela","",""
"1744","2006-07","F. Escalona","Félix Eduardo Escalona","SS","D","D","8","Venezuela","Carabobo","Puerto Cabello"
"1745","2006-07","J. Fields","Joshua Dean Fields","3B","D","D","1","USA","Oklahoma","Ada"
"1746","2006-07","A. Freire","Alejandro Freire","1B","D","D","12","Venezuela","D.F.","Caracas"
"1747","2006-07","E. González","Enrique César González","P","D","D","7","Venezuela","Bolivar","Ciudad Bolivar"
"1748","2006-07","O. Henriquez","Óscar Eduardo Henriquez","P","D","D","12","Venezuela","Vargas","La Guaira"
"1749","2006-07","C. Hernández","Carlos Hernández","2B","D","D","13","Venezuela","D.F.","Caracas"
"1750","2006-07","L. Hernández","Luis A. Hernández Mendoza","SS","A","D","3","Venezuela","Lara","Quibor"
"1751","2006-07","J. Journell","James Richard Journell","P","D","D","1","USA","Ohio","Springfield"
"1752","2006-07","L. Landaeta","Luis Oswaldo Landaeta","CF","Z","Z","12","Venezuela","Carabobo","Valencia"
"1753","2006-07","R. Laya","Rayner Laya","SS","D","D","4","Venezuela","Vargas","La Sabana"
"1754","2006-07","F. Lira","Antonio Felipe Lira","P","D","D","18","Venezuela","Miranda","Santa Teresa del Tuy"
"1755","2006-07","B. Logan","Boone Logan","P","D","Z","1","USA","Texas","San Antonio"
"1756","2006-07","C. Malone","Corwin Malone","P","D","Z","2","USA","Alabama","Grove Hill"
"1757","2006-07","J. Martínez","José A. Martínez","RF","D","D","1","Venezuela","Vargas","La Guaira"
"1758","2006-07","W. Martínez","William Martínez","P","D","D","7","Venezuela","Lara","Barquisimeto"
"1759","2006-07","G. Mata","Gustavo Mata","P","D","D","4","Venezuela","Sucre","Carupano"
"1760","2006-07","N. Mccurdy","Nicholas Mccurdy","P","D","D","1","USA","Alabama","Thomasville"
"1761","2006-07","R. Medina","Ruben Antonio Medina","P","D","D","1","Venezuela","Falcon","San Luis"
"1762","2006-07","C. Mendoza","Carlos Mendoza","3B","A","D","7","Venezuela","Lara","Barquisimeto"
"1763","2006-07","J. Mercedes","José Miguel Mercedes Santana","P","D","D","1","Republica Dominicana","","El Seibo"
"1764","2006-07","D. Navarro","Dioner Favian Navarro Vivas","C","A","D","1","Venezuela","D.F.","Caracas"
